Potability,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph
0,20976151279365200,10897150288987900,6106566875517480,35819312075764100,4493677902049430,13911645427699200,4710018614354200,5573210318927750,9735889387811040
0,20436048528423400,1433353802380580,9070126286573680,3282979467927440,4314754121843940,11934801935396000,909017997166344,5255703381928590,9268281894641780
0,18089303572718200,17705608615915400,62233121801062200,3501952531204170,44793712304214400,10461024655155200,32074863481955900,39991254999566900,
0,17587582782814600,5232913253564900,9674174823427950,,4779837556664730,1647052774185030,6260455113782190,381878876006795,10059642098512700
0,17729494944025300,1653282882248390,10096587966022300,30524894474554000,4666494199714440,6776145723392400,6514649030131600,430611297137217,6475885398609550
0,2006462242393600,16932577102767200,6542206355156570,,40446005201903100,9063963653309250,840571005423194,29564474781653600,6096128347500610
0,21421457410190600,210228350298754,7258721932993840,3318219770182320,4340487021835570,15872182184230000,6484690478735230,16805540245774600,6297845634002760
0,18570549232396000,2653273725453340,6132545673577180,32813958165742000,5431817477191580,17398464760103400,4706639219544290,4800963142409060,5284096687429160
0,1920037756898030,11889217747239300,8377233431257470,3459873539414130,40534060889658600,17395661993474700,8544498455908740,3076479932155730,8269944709732330
0,24669285470996600,39489009736300700,31949687604769600,,35798631255710100,13239355515057100,7840453380500970,4206835504487210,60395677903077900
0,1711038863509000,19605029574738500,8268229135226200,,5128947170908850,1721841730353850,5360972652129190,3472839212514480,6243279004222150
0,19217712656848500,1281987543649160,7536023170642020,343477261505328,4186787646694520,1335260403310450,8697810125499830,33818639095118800,8214099764451950
0,2056387902697320,39742970329359700,466052847082034,32395649205808800,5095464193025850,1167484981862130,5504267884602280,39167455268933300,
0,233020133595047,27071118618299000,6220936450835240,29811264499527600,3571196221086570,1676894519552120,51284400500322800,4284878629001860,
0,2205525236026960,2813507683795830,797809811440548,30765245146884800,42146425315305500,1753229783616610,8684809787970050,35695702663176100,
0,23047192153993000,16103360549293000,5599314066414050,,3000624865683150,14383718429700900,6193929664896920,4219118007986660,9836030547126410
0,21977889849178300,30681120257939800,726876508884632,34091849040741100,4818534151940720,9151209132982270,5017859553556290,2887725422454220,8719764331543180
0,22056199596960900,18628696825146900,67816803970459100,,39799610295937600,1480867448166710,777635337907762,3121944851326290,7009601694292690
0,1728639603240120,14625561362859700,7736569500362120,34940405718167300,6525375916144460,10212058209222200,5694972416875550,4667770161467150,6492638846153850
0,18034730837108600,1751669936246280,7489006437759970,3522770291239510,3700113728879420,1428931978724970,8088242514252850,2901699555775160,78145243207535500
0,205206058601135,8508153729977330,4945416598638360,38654118470183,39276745284317800,12446539133432300,53898036570483900,3192569798875320,9652562935021920
0,15173632191206600,8864686480286250,11251507349038100,,4474843610277250,12412691164547700,,5250173060134270,8007541219554250
0,17055008775515600,17561272835697100,8320209558082840,3492919541577500,37446384790951600,10989145667060300,7370144876048600,3716659340751800,
0,2047349975348730,3379810895559440,6578160636500230,,4260805224202860,13940220861276300,6905166195667720,38451271657169900,
0,1895958143192240,29122696996932500,8420763302362680,3215677644592060,4580441705053520,1719694309507490,5676991473160850,4816705216346370,7386837696427600
0,20468286959451000,2949342296740950,760413034942968,32360878586364100,4768444591180010,16672414601190700,8341383836494880,5060114928661610,5497580321451800
0,23071769333077700,4486845836802390,6443391565892090,,3972367838901210,14037903158503300,7670160915731430,32922492668733600,6057828113719530
0,22282121305829800,2387922675685410,5082356627955020,,38275796556357100,15856062237972000,662704766771235,4235174415004400,
0,18570664661048800,24769511393738700,6717666040541130,31822794217017300,5345408374618630,13628865444568500,6913921994306930,46744959728986700,6268953336634950
0,19092925578314400,20661411062730300,10175483776027400,29934557629198400,47106263985090000,9225985272690080,6002352277328640,4969149725035600,
0,19677505624996600,2921362038620880,852879260890159,3344777947541060,5745406714988470,11095892522143600,,570328774274241,6284984822452380
0,18156666281388700,827359197053936,67010419208711000,,37255121903981600,9762360818326320,652163378646853,4008499340500040,9043095631701520
0,20160849253061000,2420729802654830,7220716206607640,,4366259903050160,15740638732220300,63310502745681900,5112376365006600,8523062078756430
0,1834648531176370,1999885901868010,7151888696454070,33753953263765600,29484680153384900,10088668007024900,6629916222466280,4183319910746310,
0,1934002675486300,30630759939174300,6873568148176780,34219323950474100,43039560039453900,17446818223391500,4988365315949820,2913048442998900,
0,20338685650310100,4232716801603930,8550483092447960,27967525562479600,5037324283021420,13758835833706800,463840637682621,4179656266918060,4029052709937860
0,20435809685056000,32333841542219600,5204084472211430,34571750030275900,3892152949435970,1114503976880570,9120486667502400,5014144884495,6412707041754050
0,18495205738489000,2865347234174880,6519434941013330,3352577772874460,47042967591266000,11198483060942400,,4342759276850000,6276294989981580
0,18850697741610000,225109750698624,8617208146755670,,3932935389967260,12854519109800300,7331350293073260,4953533862998410,7648877927703530
0,20425989937053400,39997783697493600,7027226155631310,31920293529760400,4319724288771590,1540039620342520,4195229157332610,39454604837243100,5548181849115770
0,21667561866505700,1787031524621830,6613386703486950,3384159388402870,43813210350537100,1544149004728850,832727357518898,2604959924643710,
0,24034530524060000,3670197434743670,4536412951344500,3392213511911470,4532113664209740,16106515109540300,6795249572667730,3384178840922880,74686170188765700
0,1791494467023560,21051365376288800,8887846237973160,296949069652605,418269806221273,1880051562615610,9209600003604790,37647035935008900,
0,21418661094783600,23823492887703900,7290877675600360,34117332171858900,4114244825713200,195850018943529,2505737465521330,4028958007331550,79181504708531300
0,1917642561265860,1083080124539960,6362889370429760,,4922003089527550,17291645155864800,4327254515821940,426677539510979,
0,1813746513093460,14579822072625800,54350581943960800,,30879251460626000,9545091692868420,6021464668959230,4161749271319290,
0,20178124550414300,31157110167053700,7286392323989020,3044252752003140,451557177709948,10842095158854600,8763401317906400,3675717672978600,5433242116512630
0,2022016241790340,21295749878708900,5618116052890730,,4289503287807240,15491387491611200,813153266808257,4827704246705360,8339511610034750
0,19519059854334400,19966744696524000,7744695762882310,3542089231882360,4117955028861890,17323080725346700,6798174060045570,2443008005777360,6715719087979790
0,21145401031110400,3935277583836340,6212191253207700,,4881413127215990,11791840273106000,46928041333003600,4590616740729230,60980120899463200
0,15622176808976600,12772095750375700,9759897651507400,3417493777183870,4189724665928770,10382252653107500,783051797103557,37713135180813800,6576845323081140
0,22047612607659400,3874841134555240,465251383340415,3064511896424610,4425305081273510,10941269894858200,,4125750332990420,4681098760235670
0,21956004997568700,13699680707842700,38044282993197400,,46052873600352900,14951295013634400,7963426080894890,3523980505672170,8151215310423660
0,2265483539155360,1358449033849800,41906962110019700,37415762079529100,33537821151987500,9147436118854100,8286492862981390,2364558911796680,
0,22083603482920700,27319569029946300,4507101600118190,32999718827271600,4639651678344620,13986735330572100,,5666547310958300,
0,19413006899279000,20081537954466100,677810364227845,,4039899201737510,1828480665026770,,35921334240895100,5669689566349430
0,1854109329251330,16360566298166400,947284496887071,3208465068608210,4589239774232170,12488006915884500,4095997373565440,35466963721784200,6624943599869570
0,18816075105389100,11120701045500700,7410890857875180,34631977379444300,34415496462366200,15314879171447300,8944685002012260,3331583734603570,8273643584335900
0,24189551463867100,25717936177979900,4239997134523970,36954114298782200,4749374695635350,15306062668023600,48374211615683300,4306218230824750,
0,2216200579958310,11954700730487600,6657053081055680,,3912387137269310,12961432513382400,,32820613930954300,
0,21387687254040700,16786925405599100,6624220206292340,,4112169780969660,1659093153291090,6774551458871620,3505078834160680,10509668629307100
0,20728053076460100,44612751358310600,7287925242270100,3002542576645050,552907589514154,12723724502994900,5223773579891300,2949431503010530,51714340940560800
0,19375327979898700,27408499332481800,1018460459991420,3076945220861750,30294043324888700,15889649588055800,780767379802981,23956831824148300,6964198299767600
0,2051681610439840,13584900245458700,3777648006694030,,3279673430235860,15627514479204700,5185036617441000,4197305124934160,6548796520596990
0,1951579764546390,1540549648051090,27508373088106500,,4362780756249880,10855263219853000,,37920401696633400,6555439264384320
0,22132018437289400,14149499829286700,5325852714508280,3666684084746750,3778579585946210,13008443109871600,8789616570920910,4348440139653610,904258286604996
0,20274552028375500,1995230947002810,7872037771336370,3111881847351430,4120389222341290,18632141561760700,7316633786771340,5013281168465710,5970578907790690
0,1918503964181030,15130154367811000,5112750509869730,3499495295846930,5382037133575550,12383597205246000,5209768737909520,45104053244440200,6273805781551270
0,21297846739531800,2356457966347150,6608205099166990,3253538597390550,43033275402019600,14352904612071400,3340304792532100,4458966913210220,6604007988638570
0,1532363643879680,11553039281308500,8444687184831870,3294044567185400,2784832659168870,11266886174258400,8171841270493820,37928403073905500,7143941990149040
0,20868915313590500,23985864422293900,7513870224431920,34642378707303900,43629055173235400,9612293183542070,6738115657422020,29346974369973000,811644657034648
0,20999724646336200,2299372935030660,5543901316277930,3434942197241100,41773898835756700,7750606555288980,6355182239341070,27071291616855000,7665187780430900
0,1543006836502830,20503430054601700,9644996547731550,313470296699179,3552069684706110,1846869035388290,7514036171327,45361459144294,5555352972792180
1,19223454077199100,24227961139341900,7241343464835190,336151049803892,3694276990876990,18188872530383900,7058850738433450,37031913057653800,7543931304508220
1,21857354817585400,1172462331510550,7565406844549220,2964305395160660,45272769126621700,14665703807731000,51261826693139200,35613978299719100,
1,21011881256065900,12810423160250500,8867293830473210,309661577518229,4127065583079040,12389229184122300,7351332057205720,3919139532735140,73401708843321500
1,2101267169600130,9064035830800270,7198432414854290,36356182011036700,32464790875398500,10213058200550500,9264389187192100,3846547549446080,10015189062467600
1,18874356245264700,1903746263750900,6034236063601060,,3880658567405990,15149068262969200,784994180330055,272365054009649,
1,23397657939475000,6670659353530020,6844526213052130,,5453106589916550,16536216173110900,674840901235171,3885623898479850,7846463340823770
1,15567577693423100,5206022680026680,25775552730545500,3650809632968770,3230010364016660,14166602358927000,4825430719011190,20007570315103700,
1,19748232643207000,2346082138066360,6121463538019160,3035503239230720,3995637856608890,1882221589785010,62222874607265400,4038829793491570,6334162775563270
1,2217598178746620,1253897402632580,9089531143927850,,44188100493180600,13808375111214900,,2946643668370930,9616095703448050
1,18659525477170500,294969101574473,811774776205242,37843050067865900,6161752427782970,14962779709959500,6544456251887020,24752844638171900,
1,22407818298371900,22960180643869700,8982036448800580,27468945853272000,4662454797409940,9693048966796190,595772117702484,3619132804902200,8892998479215110
1,19583657257871000,14563682649079700,9315976850163410,,28966058635740400,9184400746791650,4954012015333400,3957011709406510,
1,21179426732802500,15494359837010400,9450413981964610,,3631293527237090,15403389694655000,54490733178293400,4350921900795200,8141429899766310
1,2034193306887760,1692501229722550,55743416672346800,3372523246543810,5279125435620620,18361435591602600,60393548484441500,39201164799638400,8165714932759000
1,16466676859700600,31155540218305200,7411483499547990,3837826259115350,50653141388629500,14980033693407900,6924922883403490,5045982883287050,4931958445234490
1,1989962870125070,202256429226288,7569518149893520,3526858427866460,492097824550344,1962192339351540,6417723223604790,31999996142418000,8977821883109300
1,2203871636355980,17606885689078000,9426339354029770,2742068036850760,5511452068352070,14826441473857900,6730542126001990,31825211188828400,7372611795824960
1,2025147113672720,24678329289092,5575906369507380,3347173347045230,467110761590556,12937328739572700,469352518256491,449213994862107,9107330383461760
1,1643512892657660,238637168635121,8593819232313360,,5474668311616420,13843493799124700,7104673524990040,2804525051409480,4168248461367500
1,21647316874118600,2129931865733500,62175970852163700,,5240797055340370,13895630615297000,8314699902162170,5127910987699840,7806909023349840
1,2307669397865980,9727761715714950,594369457895465,22323581613133000,40576157110740100,1282650936868870,7438519941725960,34221786198283900,67046354257784700
1,15689891668869200,26738525360886000,502314259061121,3887522530536970,38875262033130200,1719601210467720,6356487021843470,5370205548696380,36231658482586500
1,18635336104727200,2144073884828440,7832473707577790,3937670457263520,4613562274945030,1391386962959750,8612181103853180,5115430914016890,7966856823982580
1,20485965979001500,13891038530039800,6371344530423110,,6318220781685850,11420910359124700,704490025357391,39789198069466700,45956077558097700
1,20466904671521900,12874444637029700,5071164450220330,32470129261448700,4026192861825650,16642479709112300,6484674856579920,4058942266477220,
1,17945419201070200,1868227713864190,6464792740892930,3311456211400720,5381749592223940,13916820320124900,,33791473508468700,3994497605953490
1,20246121129761800,336537619633927,5431878695884320,3308271327591170,42618656504996100,18759902243560200,7937062125022670,46412585321295400,8907987117561250
1,19831001978048100,21148241904730600,9124900321580660,3262542815359660,31238858564170100,13042948001733000,7431161875623870,4899815187496650,5898726324805970
1,2157255270197800,16553562437442100,7547859470408590,32177621306029200,45391848950016500,9640241051762010,5786542318162900,2645036370222630,951462662210288
1,22996442239785800,7839318759829370,10508809892873700,27842826495080000,3700851533742650,15790977327692300,7716661878342130,4576728706441380,8842463655897190
1,20843859260220200,1724861874200270,76853697349708500,2864035215485700,2690136348220540,11757348236756700,568845279970477,3223951089800060,7721078493617450
1,20891472003929300,32238077782489600,6895013644713980,32108046524060800,44925997564536,12514641255723500,8921307429428100,443011601625449,9089421098422090
1,14758183139318600,4153824273000260,7728177044016050,376012933045253,42844482252009900,10828696338235100,6500583980748940,29675541301719300,17570371154907800
1,2139513281293320,20461759043330000,534031864919632,,33821425829801200,17032466110374600,58587459359296900,41633255369929300,7725192099493610
1,17849363187309100,31991958746649900,5632940371018290,,34177477792211,14805198456082700,6412915495073160,5112254250604550,6729191489422880
1,1735659710719430,3345524099482320,6033247172047690,3512712670306560,50747624901785600,17795957452409900,6246613537245570,3961730669540860,5085429352833500
1,21204639107513600,25189830621579300,62038687851292300,31656731934499300,4982669593558260,2005151858316610,5290112725787560,4983903465009570,9545270521249010
1,18253397835188100,20049242099213200,8480467959960170,33012786856306200,32870096062821900,12332288113529300,797847803952545,36935109356881000,
1,16321803844969500,2640888176751280,6029670479976010,4290223118319990,50995686424056800,23569644908143500,19175174536546300,5044454777717940,6246264053794830
1,16875000723384600,3719111414053750,4184943038274480,,43931285329801900,15900985054562200,633348946717681,5767354666497630,73764491048464
1,2326702799913260,14382902158061900,762692290707145,,413292183492284,15495603371645700,4200208201140490,4363529881475530,7802426084121580
1,20234318749090800,15173471149854300,7248624986357710,3736533276680720,3154790703994880,1500867420137000,7687966925788340,32386929330871000,8596767212344780
1,19299566481000400,19579389545753700,7640874321804030,31492273899079000,37967536682471600,12897049257694700,7583913181440310,3415851385375150,6436444496090230
1,23372135507753200,16066552124395500,8181988064844400,22421250304477900,40173930871328100,15313977749206200,818420621564831,4772662700779370,733347772602672
1,21097974749526700,1998131518756180,9203614112389070,2710971043194310,33259812622472900,17187963350912300,7963424204397400,3082080495833980,6144759037662150
1,17599148679255900,3426583058147370,5923395846861920,3248707242178730,4419451807095710,12636086459195400,,3644606540888710,4725997720598250
1,17255026149278000,28099038729259800,5789668676373390,3726219432465140,5055423486694550,1753070355831830,6727387447832170,4633854752317110,5393345914423260
1,21582287257203300,9028760344852110,9256097772286730,27429230540617100,34064839262295100,10680672738252300,7248745023112330,4355489161530180,5624819996402390
1,1843950027880670,31155988820087400,8392833532289160,35655269711988200,38009681012980600,10430339792435700,10023166781440400,30926263788262900,5768868031092230
1,1958746341633250,17749298664018000,7556750343971980,,5124544684082950,15485275629289900,5413265784184890,27756354336001300,
1,16792433600731900,3476893341990600,4023081338990850,3771434888935280,315536105373161,10429159462767200,7059338709838150,4072252323176480,5251353815475820
1,20918562534531900,29568535852018000,9817335635498170,29434773223445800,3556986132389770,13918768617655700,7168153964307830,39186731557714700,768878591609137
1,1442652698526350,2672677111340620,60952829186471000,,5641838239951720,13651105374844200,9229910069910980,38930704029978300,3681076270548820
1,16923576826579700,1467671627206910,8318607336847480,,43753869239362400,1621914101542480,8194780622974460,38944643329846200,4897691706502580
1,20204477526794700,1396926156241770,664391802773037,29079595450917100,4751429562109700,18189838506263100,7793110394691140,4490392564009720,58427546011896900
1,1934101406425240,14472391549496800,5640672344946830,3226744621102120,4314573372034280,12721921884768600,9275885234396440,4414818909753490,
1,17036046254939800,25866103948582300,7403750049124530,,35039102412394000,13270278830445300,6533163286459950,39136957758444700,5038316783143250
1,220038185981074,11939769859279900,8428753588042050,33748361004403000,39868093562640800,14792585197440400,6099184257834980,32465830972284300,996124770904986
1,19870565298813400,2438936288513360,4790681389223980,2893313577693060,36637072364754400,18415180455004300,8799622277162430,33912406668716100,7417502636689070
1,1603259716092880,37795763317883800,915222467032826,3902766084356850,44198610614652100,16450990050021200,21355275176305100,44419798358481800,
1,18966593654788900,2180740013130360,4368152032038040,,3345123058810010,14732291221052500,4998567904726270,5159301248966900,509993200503465
1,17935057672479800,2858417580970690,5246381746649550,29244053636393700,500866018456054,895640145961113,773609852692872,33495716551359600,36331628288625200
1,19374310515437000,2408511214024340,61831095178272000,,5267049237128010,9901327631938610,8133933980941570,4677713326887130,8860450853927200
1,24200571600208500,15088827652848900,8677789359299580,,5963463463537480,14971198823843600,6236582435098700,38720181587616900,1013793228826110
1,1990837517570160,16233134679362100,814664316834556,38011302950022400,34501985183664500,20386719629536500,7338148841994270,23950021100616500,9900814840038250
1,21821668247048000,1375399337343060,7512608141042460,33417807471095600,34160220865225200,15671563525842800,8468266023310610,4304689262186710,1026843050116330
1,1525301111764220,39028599340290700,34624920476792700,28369378223429600,4430292321286280,13201943203829200,6232271110691730,3545741437567910,22749905020219800
1,20601439977829900,15157268786501500,7582123856166220,3077044735832630,43178198749065500,1422175703606790,5331997717469850,4427712282297470,60172609236891300
1,21388633690096800,2504353280335700,6048437038051840,24595425295135800,50573553454097600,1638314048027090,9168102605172310,5712792127184650,7110845138033220
1,19038373782069600,14905393851576400,5537830156620090,,446840605056286,1398356664497340,6781709623719200,4265233067313500,6350290472055320
1,21112331234907000,22982927444607000,6779005476818370,32639795325728000,3679887836916980,13910933188836300,55795356643677000,4822043563607490,8129341720237180
1,2182797000559970,18158842119050800,8657341897259330,3495295678863060,3361988371922720,194425988167568,8285827183958870,4559836218772720,10252816232929400
1,18770953274686800,11642148998545900,84396410712474,,5346639448904970,8129792646305410,7460371287284920,4486180492425550,5462355934706150
1,21256907634315300,14829624212321500,7172920416881890,3241289152553990,5754219683641880,16581120438382800,6688527012551610,34719711273327900,9239440361060400
1,21361962501948600,20038796416929300,7602251873891980,29005721880909600,6053050414394080,8713963616341110,5841345969332720,4293726559748630,7071314192217860
1,19370674452434400,1846388366234150,49243889968068100,3190569513003880,3695340340016990,14841579896963600,5443749401642610,37360205470554300,711589526567209
1,1995945386636890,25046798640288300,9288019857195880,3508359860186510,3283633982586780,18743230788080600,5441696499379490,3089923748952140,8238996596889070
1,20425356307886700,11104250507939600,7648612892834530,,4180412195645080,1662562737934100,,4976957857871970,6446252031563200
1,2027569725044580,12229647584088400,11523597512651300,32404803479549500,3443656891332460,14685926834805700,47803193695735900,4003547029108370,6161779499462040
1,19690009840651100,13790296201812700,957505287265186,,34758837474387800,17705727306416100,6837981451778110,382725596122325,6772156537729450
1,2110916870824700,11300238108793800,8866359287204880,29993807105083300,3535104246491600,16895753682783000,675771086755158,3958248504440250,7061845519716810
1,18241962093934300,3426198588949720,6197715941573330,30745845423970600,4391177045525730,7760852569489200,,4124537824896340,4638250258554130
1,20547991835519700,7472506480020470,7181868527775380,,39523578431177100,79181503376644800,7637830906277950,37189815585763000,76789668886832000
1,17871663294161200,33786716309201000,910188513655897,,4810735393354320,12273180646441800,9590528790951590,2743866752405660,8137713063107280
1,18607476549927400,13781780283955700,4649253929836740,3773443718640390,3237728426252200,11687123837165800,662916498377711,4039976289796700,7481397771916630
1,18593241935475600,2840766102588470,7605420787733800,3817618835882820,40265802223263900,12830646313172400,8697972391731660,33734845141195000,8082148076453880
1,21062735850548000,2798317942203170,5947212908027230,,4368440525505290,16127527143449100,6456404411046550,4290393223612010,
1,19213753061224000,18126030963032300,9154580506611480,3641912269571670,6467325987352090,14376336909241900,905275363195179,4382159162064480,770218309918713
1,20725450536342400,23642992596628400,7691012379460730,2937830398628190,4466969390598080,60003909304893400,30900815146077800,27777262647509300,675076118602011
1,21970604813973500,22387315752754700,7308500571669120,31697300307263000,3272895433835890,12785265313763400,8075786638068460,464936502812178,
1,18599241060624800,23234788934234800,5892962668914750,34723682655314800,40130489463039400,1326328178732270,6047403117761400,35750105760990700,6323942072569580
1,19901667409214900,11571421537186100,6285433845719690,,3774307462748560,11859074319563000,740120431141782,3189942299371120,54038836922267000
1,15943560108087200,31977370136820900,5249974384483520,,5017432180670220,8008011415089920,5587024536465180,2416402097988850,5699873488404510
1,18483630056639700,226730344718994,5701063334216140,,4396330268963010,8857705530972900,6497557391582560,5707192759327150,7694264581971540
1,18660162110778400,2059071211413790,3924182928425390,3661318999181250,38430569829458100,9999397816120330,6669397283949570,33884482219420000,8581428693706040
1,22063882299221900,1989238891391680,7986456361636120,3260765602807410,4608124248503230,14929172151503500,5960280779405530,37501635103444000,9888941401311570
1,15471172445985100,2183969595639050,4965722327957000,,4373771805962570,14689350595981800,5649007684901040,5978053939752290,34264503676355600
1,23144255333831300,15063814968339600,12279374176513600,,4222938192522450,15027087583819900,6750300434801800,32106354104822300,8370440489338620
1,204852186950213,13286156575345600,909384342143146,33284554447775600,3656875203930600,8589895534507540,763063756515083,426852451986332,
1,21529551801590300,2703214226185950,6553957721862110,2828594530240470,44344559028593500,1284161099733480,4636821940731070,4150359337290410,8390500571895500
1,1932864626334150,21675682866428600,9821498519744830,3819307439745550,41481098538973500,16109169169906200,9260908363758070,4833345773568080,7581944679656730
1,20874023200475300,352892371102066,8350110051861990,3372097419137130,46248019891044600,10105145943904300,5088600603490610,45218361268659500,9850054687400430
1,18505044395099000,16276398604470400,6617097554173200,,394634867724289,7817811637117300,8905258819146940,36957469824917200,5225683806899050
1,23348726795623700,13213578253600400,10149936905895700,29307465745452100,32677780298075000,1043961936687400,62455373067733500,4741944304660500,9663653196397620
1,1587629591628540,26210116012222600,4088762946636390,,3548470532822720,1600671093326130,8533805330104500,5010163393323610,
1,2070168520738290,1965784331499770,8604504846292830,31234360712597200,3588490033061340,2122812723710720,6377183268904520,361965073748165,7935607325113070
1,19764853023005600,27884434251689500,8968576039440350,,3175326799498510,2149786644469540,7301113196656030,4111101546196100,8928142080209760
1,20782136307848900,1668979960375620,10031146372241000,28641386159175900,48195587713104200,9771895939622480,7829502213613880,32662134754089000,6920342898512870
1,20013982871773000,13867244195734900,7365015093298820,4094467298474210,3408088227507880,17073123080434300,7273063947852140,3823092676110020,1053809844277240
1,16285758508798900,34573678785724300,56548563609759500,41528707217243700,2976313652164490,13990842219488300,7674467671800030,35563948119631000,572930291193782
1,17864011866627300,37993182754531000,9772521848077080,34325835928715200,46507279582402900,14834256983868900,6532653148577670,39219763810567600,533568880893353
1,17717402078695100,3897733079809630,54771613075826700,40249939282930500,48417295329829200,12300106807983600,6156947695408590,32615917307845500,
1,17717325799319400,34596001871740600,28660730298495400,3695329964853240,38951628608691300,17268073630973500,6486860787758290,3655789569066610,6769834880813580
1,19545148242169200,15908642086031200,6241348598048280,31926472220015200,4042048591920260,1893733758411460,7539279510352950,37322020177545000,6848329601322460
1,23115982406732700,12856728623409900,6977018582904680,34444773731524400,39251690179297000,13217222686954600,8095645791823170,33082941798432200,
1,20508878887104400,2706441840881680,7398378635841070,3049264750684550,409501841738755,18521791547503600,6148610514453480,4599572634095480,
1,155864381695285,28224774178494200,8366722754847860,392582582266922,421343736166148,18778696100794500,52640593959329300,4930189986333270,
1,23372797460195000,7263056749130120,6953307779687900,26897135529751700,25888020903971500,8986363424137600,4193043890143840,4041445670962360,8589202343654140
1,18299719873110200,36412488259683800,6144665655290550,,4143080549418760,14255356261876500,5673518664400290,34878163065453500,8473649322846740
1,1992553218244220,25383765183442500,7924616265268940,3186104784917450,4164456174773960,2011882693183790,4827120968228570,4515150113779170,7591346093540140
1,2038618673386860,2417270331260770,6844017626422230,30583257968719700,47083626451802800,19232961414138300,30708421300394100,5003825786209140,8137767883092490
1,15049521432008400,27795732040940900,5464057647765700,4459383911976920,4224225086996830,16144510444073300,7837484518269910,47791870088188600,5352565979714750
1,2410002765118870,9609740604778370,9842346073332990,22957556091890500,4288823659071380,14990566983235200,39842379091535200,2626546783770290,7998090253941310
1,2281326731898390,8296550611117100,9899636695088740,3466497504059970,5001692103256430,15486862374734300,63529460122034000,3024968486584320,1189807802974030
1,18085909058042700,18223027079632300,8577249576739340,40532001567447700,5647934853202890,14768336556220600,5775755359567780,2191138421703520,7442536475327720
1,2093585611702610,21407614287150700,4415975931396420,23055585580745300,3788971896117610,21999999999999800,8673722285990390,419225744935354,51408005276963300
1,24241342924802100,9783368727453490,6400151955741590,21185159230220100,3519973602254730,10407257493252800,6990949068136910,4626701022502600,
1,2195943849063760,10337541702863700,10414781002259900,,4531519380703690,14213798854799600,61150299294519700,3685079273135880,6947915533873980
1,18290972778877600,30307217674994200,5657004242761530,42244568076530200,5733304971144630,1769971822487210,4590678242024320,3975571849056160,962210598702481
1,1713155430385790,2470972885813720,4184890691838280,36681497891911300,49065874698927600,1512267224612110,3311961259894030,181252893956422,53612116660984600
1,18619070317130700,13652602029885000,9318247597478510,,46056672194405200,12159456909040700,898302092930403,37855066443800300,4909518983025110
1,1821210381950730,33046727605817800,535153318891046,36235214343376300,35023632637500900,75925157501404200,6622567377981280,5404045772985420,6376408434486550
1,16317165313895100,2591132167953690,4138540036994000,37196717975283400,4879851851449720,17751705391115900,6361240285441540,34780048078684900,39401254598978100
1,21086043856058900,29263554068981700,6011610979169920,25223132963398200,3923635857582850,12892210110530000,770797800059377,4598622246118410,6916825973221450
1,22609342489483100,6787484660017700,9241762922024450,31902580857134700,4595690213665920,14110476241241400,805711461864126,3210881938583370,9146557555894000
1,22507421807536300,14694420624957000,672284290895704,3007637719072280,3536309128926860,13553796408122800,6401294426739240,5199864588297580,10268414718941300
1,23246263718036600,703513379657523,9306448972235800,,41562488165905100,12051416569717200,,3489945595277830,8787667940586460
1,2131970192164430,1845202299450760,8292444792039030,29434485798287700,4962708509833160,10545091766314300,9483774269711350,38138812762667700,7368768530294820
1,20746516043581100,235585547458282,6504916049493920,3465165346873100,4205945918938730,10986682526950000,,33982641645653100,9352719752960560
1,21505136457391600,20592258942126400,1008953714883000,331338738654354,4470744599342780,10778632633397700,544269683662254,4665681059368000,9393148441549060
1,19764695056521700,22535085158347200,9288199604583650,3234490541501670,3530629065748290,6039669028207070,8253617278221550,467916864329843,7296572875466080
1,2113068119064910,9592151333127590,8863272376077970,3484378198773210,33377532714280200,1826795085399620,6833316991333460,4518750669722000,890086469660199
1,22817185869027900,1836483141799280,6185947771279670,24694261132183600,36990319874889200,14613422635818300,10135152539223300,4688271256294090,8107244312818490
1,21667386912339200,1416068676634530,6060143581856840,2813559753961220,4682125374032700,15147546975476800,6286062679512960,4075556975063990,7804368873943720
1,17128870012027100,35680067877428700,48943736166150900,31461385120734700,5019028641271130,14210624450932600,56910254057304300,455686375232757,4666148130914800
1,2070048365573140,16099151895652300,8186478946067780,36968386689751900,5753090369357700,17556879619378800,8074984922425070,37202643792172,10905076410065500
1,16224688566600000,2721590274170990,2862535374452980,3728150748102440,43721759018140400,1513047648872240,650912914244809,2942348225414480,4739548767002980
1,2237726613185770,2954965882291610,7716922923418470,28111849034749600,3561819158560570,14202664062204000,8401358459214300,4736849577023040,9869231934989050
1,18258222779929200,19575475362719900,10048383219584900,42468899407738800,38349095391355900,19482945181992500,766347982494804,4329204049946690,
1,19100493039601500,2586334324460300,4823831505497680,31602551294615700,3703572882122670,1836185806407750,486581086223875,31791287413400800,5827541211542770
1,13321694156018000,16922853898585200,929328864439756,4443757306927790,32229119123589100,10430076340816300,43578465511884200,51606037881606000,9899122128791380
1,23524058730539900,10443796533894700,7605518818298340,,3198429300956210,8286550373023820,8054035147331060,3900508521463040,
1,2187382355335100,1535783337292030,8534458442405420,31583139625832300,42962221218257900,15621138695886800,648260282011821,3221129818784090,9485832873402850
1,21472466925844600,936385398761785,9997623566525120,2734631393655440,50834520701170800,12925869662663700,7142858985087600,4925339107073750,6435722716949110
